package	version	interface	namespace	command	target	source_url
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack container unset	openstackclient.object.v1.container:UnsetContainer	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object create	openstackclient.object.v1.object:CreateObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object delete	openstackclient.object.v1.object:DeleteObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object list	openstackclient.object.v1.object:ListObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object save	openstackclient.object.v1.object:SaveObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object set	openstackclient.object.v1.object:SetObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object show	openstackclient.object.v1.object:ShowObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object store account set	openstackclient.object.v1.account:SetAccount	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object store account show	openstackclient.object.v1.account:ShowAccount	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object store account unset	openstackclient.object.v1.account:UnsetAccount	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.object_store.v1	openstack object unset	openstackclient.object.v1.object:UnsetObject	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume backup create	openstackclient.volume.v1.volume_backup:CreateVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume backup delete	openstackclient.volume.v1.volume_backup:DeleteVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume backup list	openstackclient.volume.v1.volume_backup:ListVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume backup restore	openstackclient.volume.v1.volume_backup:RestoreVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume backup show	openstackclient.volume.v1.volume_backup:ShowVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume create	openstackclient.volume.v1.volume:CreateVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume delete	openstackclient.volume.v1.volume:DeleteVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume list	openstackclient.volume.v1.volume:ListVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume migrate	openstackclient.volume.v1.volume:MigrateVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos associate	openstackclient.volume.v1.qos_specs:AssociateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos create	openstackclient.volume.v1.qos_specs:CreateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos delete	openstackclient.volume.v1.qos_specs:DeleteQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos disassociate	openstackclient.volume.v1.qos_specs:DisassociateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos list	openstackclient.volume.v1.qos_specs:ListQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos set	openstackclient.volume.v1.qos_specs:SetQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos show	openstackclient.volume.v1.qos_specs:ShowQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume qos unset	openstackclient.volume.v1.qos_specs:UnsetQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume service list	openstackclient.volume.v1.service:ListService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume service set	openstackclient.volume.v1.service:SetService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume set	openstackclient.volume.v1.volume:SetVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume show	openstackclient.volume.v1.volume:ShowVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot create	openstackclient.volume.v1.volume_snapshot:CreateVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot delete	openstackclient.volume.v1.volume_snapshot:DeleteVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot list	openstackclient.volume.v1.volume_snapshot:ListVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot set	openstackclient.volume.v1.volume_snapshot:SetVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot show	openstackclient.volume.v1.volume_snapshot:ShowVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume snapshot unset	openstackclient.volume.v1.volume_snapshot:UnsetVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume transfer request accept	openstackclient.volume.v1.volume_transfer_request:AcceptTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume transfer request create	openstackclient.volume.v1.volume_transfer_request:CreateTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume transfer request delete	openstackclient.volume.v1.volume_transfer_request:DeleteTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume transfer request list	openstackclient.volume.v1.volume_transfer_request:ListTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume transfer request show	openstackclient.volume.v1.volume_transfer_request:ShowTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type create	openstackclient.volume.v1.volume_type:CreateVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type delete	openstackclient.volume.v1.volume_type:DeleteVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type list	openstackclient.volume.v1.volume_type:ListVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type set	openstackclient.volume.v1.volume_type:SetVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type show	openstackclient.volume.v1.volume_type:ShowVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume type unset	openstackclient.volume.v1.volume_type:UnsetVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v1	openstack volume unset	openstackclient.volume.v1.volume:UnsetVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group add volume	openstackclient.volume.v2.consistency_group:AddVolumeToConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group create	openstackclient.volume.v2.consistency_group:CreateConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group delete	openstackclient.volume.v2.consistency_group:DeleteConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group list	openstackclient.volume.v2.consistency_group:ListConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group remove volume	openstackclient.volume.v2.consistency_group:RemoveVolumeFromConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group set	openstackclient.volume.v2.consistency_group:SetConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group show	openstackclient.volume.v2.consistency_group:ShowConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group snapshot create	openstackclient.volume.v2.consistency_group_snapshot:CreateConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group snapshot delete	openstackclient.volume.v2.consistency_group_snapshot:DeleteConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group snapshot list	openstackclient.volume.v2.consistency_group_snapshot:ListConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack consistency group snapshot show	openstackclient.volume.v2.consistency_group_snapshot:ShowConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backend capability show	openstackclient.volume.v2.volume_backend:ShowCapability	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backend pool list	openstackclient.volume.v2.volume_backend:ListPool	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup create	openstackclient.volume.v2.volume_backup:CreateVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup delete	openstackclient.volume.v2.volume_backup:DeleteVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup list	openstackclient.volume.v2.volume_backup:ListVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup record export	openstackclient.volume.v2.backup_record:ExportBackupRecord	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup record import	openstackclient.volume.v2.backup_record:ImportBackupRecord	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup restore	openstackclient.volume.v2.volume_backup:RestoreVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup set	openstackclient.volume.v2.volume_backup:SetVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume backup show	openstackclient.volume.v2.volume_backup:ShowVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume create	openstackclient.volume.v2.volume:CreateVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume delete	openstackclient.volume.v2.volume:DeleteVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume host failover	openstackclient.volume.v2.volume_host:FailoverVolumeHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume host set	openstackclient.volume.v2.volume_host:SetVolumeHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume list	openstackclient.volume.v2.volume:ListVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume migrate	openstackclient.volume.v2.volume:MigrateVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos associate	openstackclient.volume.v2.qos_specs:AssociateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos create	openstackclient.volume.v2.qos_specs:CreateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos delete	openstackclient.volume.v2.qos_specs:DeleteQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos disassociate	openstackclient.volume.v2.qos_specs:DisassociateQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos list	openstackclient.volume.v2.qos_specs:ListQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos set	openstackclient.volume.v2.qos_specs:SetQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos show	openstackclient.volume.v2.qos_specs:ShowQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume qos unset	openstackclient.volume.v2.qos_specs:UnsetQos	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume service list	openstackclient.volume.v2.service:ListService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume service set	openstackclient.volume.v2.service:SetService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume set	openstackclient.volume.v2.volume:SetVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume show	openstackclient.volume.v2.volume:ShowVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot create	openstackclient.volume.v2.volume_snapshot:CreateVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot delete	openstackclient.volume.v2.volume_snapshot:DeleteVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot list	openstackclient.volume.v2.volume_snapshot:ListVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot set	openstackclient.volume.v2.volume_snapshot:SetVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot show	openstackclient.volume.v2.volume_snapshot:ShowVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume snapshot unset	openstackclient.volume.v2.volume_snapshot:UnsetVolumeSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume transfer request accept	openstackclient.volume.v2.volume_transfer_request:AcceptTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume transfer request create	openstackclient.volume.v2.volume_transfer_request:CreateTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume transfer request delete	openstackclient.volume.v2.volume_transfer_request:DeleteTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume transfer request list	openstackclient.volume.v2.volume_transfer_request:ListTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume transfer request show	openstackclient.volume.v2.volume_transfer_request:ShowTransferRequest	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type create	openstackclient.volume.v2.volume_type:CreateVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type delete	openstackclient.volume.v2.volume_type:DeleteVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type list	openstackclient.volume.v2.volume_type:ListVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type set	openstackclient.volume.v2.volume_type:SetVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type show	openstackclient.volume.v2.volume_type:ShowVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume type unset	openstackclient.volume.v2.volume_type:UnsetVolumeType	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v2	openstack volume unset	openstackclient.volume.v2.volume:UnsetVolume	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage cleanup	openstackclient.volume.v3.block_storage_cleanup:BlockStorageCleanup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage cluster list	openstackclient.volume.v3.block_storage_cluster:ListBlockStorageCluster	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage cluster set	openstackclient.volume.v3.block_storage_cluster:SetBlockStorageCluster	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage cluster show	openstackclient.volume.v3.block_storage_cluster:ShowBlockStorageCluster	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage log level list	openstackclient.volume.v3.block_storage_log_level:BlockStorageLogLevelList	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage log level set	openstackclient.volume.v3.block_storage_log_level:BlockStorageLogLevelSet	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage resource filter list	openstackclient.volume.v3.block_storage_resource_filter:ListBlockStorageResourceFilter	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage resource filter show	openstackclient.volume.v3.block_storage_resource_filter:ShowBlockStorageResourceFilter	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage snapshot manageable list	openstackclient.volume.v3.block_storage_manage:BlockStorageManageSnapshots	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack block storage volume manageable list	openstackclient.volume.v3.block_storage_manage:BlockStorageManageVolumes	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group add volume	openstackclient.volume.v2.consistency_group:AddVolumeToConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group create	openstackclient.volume.v2.consistency_group:CreateConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group delete	openstackclient.volume.v2.consistency_group:DeleteConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group list	openstackclient.volume.v2.consistency_group:ListConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group remove volume	openstackclient.volume.v2.consistency_group:RemoveVolumeFromConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group set	openstackclient.volume.v2.consistency_group:SetConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group show	openstackclient.volume.v2.consistency_group:ShowConsistencyGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group snapshot create	openstackclient.volume.v2.consistency_group_snapshot:CreateConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group snapshot delete	openstackclient.volume.v2.consistency_group_snapshot:DeleteConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group snapshot list	openstackclient.volume.v2.consistency_group_snapshot:ListConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack consistency group snapshot show	openstackclient.volume.v2.consistency_group_snapshot:ShowConsistencyGroupSnapshot	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment complete	openstackclient.volume.v3.volume_attachment:CompleteVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment create	openstackclient.volume.v3.volume_attachment:CreateVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment delete	openstackclient.volume.v3.volume_attachment:DeleteVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment list	openstackclient.volume.v3.volume_attachment:ListVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment set	openstackclient.volume.v3.volume_attachment:SetVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume attachment show	openstackclient.volume.v3.volume_attachment:ShowVolumeAttachment	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume backend capability show	openstackclient.volume.v2.volume_backend:ShowCapability	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume backend pool list	openstackclient.volume.v2.volume_backend:ListPool	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume backup create	openstackclient.volume.v3.volume_backup:CreateVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume backup delete	openstackclient.volume.v3.volume_backup:DeleteVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.volume.v3	openstack volume backup list	openstackclient.volume.v3.volume_backup:ListVolumeBackup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
